40
40
0.0	221.417000406	37.4147657403
0.0	404.83396704	8.0
0.0	443.93632489	59.0601879997
0.0	607.624715991	31.504089582
0.0	659.532866582	46.2406816604
0.0	731.52138166	14.6592890821
0.349065850399	144.697565077	20.9339755816
0.349065850399	255.458594669	9.80750549317
0.349065850399	281.378320775	33.42533579
0.349065850399	393.205124373	44.3146389498
0.349065850399	432.086042432	32.6507680922
0.349065850399	524.758686272	25.6578603363
0.349065850399	614.702587128	12.3524920082
0.349065850399	663.388467769	33.1617333163
0.349065850399	772.506128049	10.5595437761
0.698131700798	217.701118672	41.4980099792
0.698131700798	317.59474926	37.9100021871
0.698131700798	376.525169781	65.9113706069
0.698131700798	426.250859092	31.266000529
0.698131700798	541.168946712	45.6186947321
0.698131700798	600.790297664	81.0433559163
0.698131700798	664.133049524	44.2547865926
0.698131700798	763.340871661	53.1936271655
1.0471975512	95.6109802217	25.6795184277
1.0471975512	180.228299682	101.638336169
1.0471975512	201.88105499	31.4081473485
1.0471975512	301.129244939	46.753331782
1.0471975512	392.07324995	38.1774128381
1.0471975512	439.116874554	73.3737593842
1.0471975512	502.256025968	58.7615947169
1.0471975512	603.334974889	34.3061004776
1.0471975512	694.444154935	31.4573985343
1.0471975512	756.988878421	60.5422258928
1.3962634016	149.142668504	59.6899978892
1.3962634016	215.338027237	26.8049975586
1.3962634016	315.688008547	47.9826371425
1.3962634016	390.431377251	154.504998131
1.3962634016	427.53249708	94.314014679
1.3962634016	530.034836825	57.4749925111
1.3962634016	626.044246257	53.7722216519
1.3962634016	648.624054796	68.0075036097
1.3962634016	738.079899186	31.2668172871
1.74532925199	123.015972711	1.88999776205
1.74532925199	243.194979758	57.2483232117
1.74532925199	266.299682122	121.679976196
1.74532925199	371.107570899	75.7216604106
1.74532925199	498.259151057	80.6920010452
1.74532925199	629.695971235	81.8845815031
1.74532925199	648.134905557	65.40321258
1.74532925199	768.558430838	51.4839980905
2.09439510239	166.567520152	65.072503891
2.09439510239	216.813380432	52.258331426
2.09439510239	329.898489548	11.0499923706
2.09439510239	371.365409641	32.4743743674
2.09439510239	532.905977423	53.3913700381
2.09439510239	577.639803591	68.2591953476
2.09439510239	724.643598735	59.5825020599
2.44346095279	100.426913906	81.9200390625
2.44346095279	238.537203909	0.844999008179
2.44346095279	402.21540097	28.5587514973
2.44346095279	464.094336585	72.2717874745
2.44346095279	509.347888727	58.144451268
2.44346095279	614.767664704	13.5349944814
2.44346095279	642.589664135	20.4800097656
2.79252680319	100.978520011	35.1749924978
2.79252680319	433.069829376	3.98500141144
2.79252680319	512.614970313	11.983333842
2.79252680319	615.489484735	47.6142797743
2.79252680319	685.904765547	66.5794807934
2.79252680319	748.858109775	35.1043751526
3.14159265359	221.417000406	37.4147657403
3.14159265359	404.83396704	8.0
3.14159265359	443.93632489	59.0601879997
3.14159265359	607.624715991	31.504089582
3.14159265359	659.532866582	46.2406816604
3.14159265359	731.52138166	14.6592890821
3.49065850399	144.697565077	20.9339755816
3.49065850399	255.458594669	9.80750549317
3.49065850399	281.378320775	33.42533579
3.49065850399	393.205124373	44.3146389498
3.49065850399	432.086042432	32.6507680922
3.49065850399	524.758686272	25.6578603363
3.49065850399	614.702587128	12.3524920082
3.49065850399	663.388467769	33.1617333163
3.49065850399	772.506128049	10.5595437761
3.83972435439	217.701118672	41.4980099792
3.83972435439	317.59474926	37.9100021871
3.83972435439	376.525169781	65.9113706069
3.83972435439	426.250859092	31.266000529
3.83972435439	541.168946712	45.6186947321
3.83972435439	600.790297664	81.0433559163
3.83972435439	664.133049524	44.2547865926
3.83972435439	763.340871661	53.1936271655
4.18879020479	95.6109802217	25.6795184277
4.18879020479	180.228299682	101.638336169
4.18879020479	201.88105499	31.4081473485
4.18879020479	301.129244939	46.753331782
4.18879020479	392.07324995	38.1774128381
4.18879020479	439.116874554	73.3737593842
4.18879020479	502.256025968	58.7615947169
4.18879020479	603.334974889	34.3061004776
4.18879020479	694.444154935	31.4573985343
4.18879020479	756.988878421	60.5422258928
4.53785605519	149.142668504	59.6899978892
4.53785605519	215.338027237	26.8049975586
4.53785605519	315.688008547	47.9826371425
4.53785605519	390.431377251	154.504998131
4.53785605519	427.53249708	94.314014679
4.53785605519	530.034836825	57.4749925111
4.53785605519	626.044246257	53.7722216519
4.53785605519	648.624054796	68.0075036097
4.53785605519	738.079899186	31.2668172871
4.88692190558	123.015972711	1.88999776205
4.88692190558	243.194979758	57.2483232117
4.88692190558	266.299682122	121.679976196
4.88692190558	371.107570899	75.7216604106
4.88692190558	498.259151057	80.6920010452
4.88692190558	629.695971235	81.8845815031
4.88692190558	648.134905557	65.40321258
4.88692190558	768.558430838	51.4839980905
5.23598775598	166.567520152	65.072503891
5.23598775598	216.813380432	52.258331426
5.23598775598	329.898489548	11.0499923706
5.23598775598	371.365409641	32.4743743674
5.23598775598	532.905977423	53.3913700381
5.23598775598	577.639803591	68.2591953476
5.23598775598	724.643598735	59.5825020599
5.58505360638	100.426913906	81.9200390625
5.58505360638	238.537203909	0.844999008179
5.58505360638	402.21540097	28.5587514973
5.58505360638	464.094336585	72.2717874745
5.58505360638	509.347888727	58.144451268
5.58505360638	614.767664704	13.5349944814
5.58505360638	642.589664135	20.4800097656
5.93411945678	100.978520011	35.1749924978
5.93411945678	433.069829376	3.98500141144
5.93411945678	512.614970313	11.983333842
5.93411945678	615.489484735	47.6142797743
5.93411945678	685.904765547	66.5794807934
5.93411945678	748.858109775	35.1043751526
